           1   2.0000000000000000     
           2   2.2500000000000000     
           3   2.3703704233522771     
           4   2.4414062500000000     
           5   2.4883200308990481     
           6   2.5216264361566751     
           7   2.5464997966484466     
           8   2.5657845139503479     
           9   2.5811748090213231     
          10   2.5937424952361581     
          11   2.6041990830411117     
          12   2.6130353621088513     
          13   2.6206009785375102     
          14   2.6271516659141749     
          15   2.6328788464610380     
          16   2.6379284973666000     
          17   2.6424143844799932     
          18   2.6464258397773355     
          19   2.6500343453975246     
          20   2.6532977427989155     
          21   2.6562632611539185     
          22   2.6589699343358979     
          23   2.6614501661465981     
          24   2.6637313342785611     
          25   2.6658362741931074     
          26   2.6677850622356361     
          27   2.6695939969922398     
          28   2.6712779687384969     
          29   2.6728491343555683     
          30   2.6743189108476439     
          31   2.6756962286646617     
          32   2.6769901293781824     
          33   2.6782077287230388     
          34   2.6793554377919775     
          35   2.6804393007155336     
          36   2.6814644397393792     
          37   2.6824355405527589     
          38   2.6833566457545084     
          39   2.6842316525905368     
          40   2.6850638774246756     
          41   2.6858562498640839     
          42   2.6866119709108647     
          43   2.6873330753347222     
          44   2.6880222136424017     
          45   2.6886812345737781     
          46   2.6893121602163181     
          47   2.6899166319486487     
          48   2.6904966771755960     
          49   2.6910531928079022     
          50   2.6915879700915704     
          51   2.6921023023570174     
          52   2.6925970528516512     
          53   2.6930733864343837     
          54   2.6935324090853490     
          55   2.6939749285662562     
          56   2.6944021997623859     
          57   2.6948144220538630     
          58   2.6952127161643187     
          59   2.6955977583619974     
          60   2.6959702776310097     
          61   2.6963303480432170     
          62   2.6966793187762246     
          63   2.6970175350743575     
          64   2.6973449525650999     
          65   2.6976625866458708     
          66   2.6979708014081090     
          67   2.6982697241188807     
          68   2.6985601805486295     
          69   2.6988422980411828     
          70   2.6991163858462492     
          71   2.6993828203867167     
          72   2.6996420789650273     
          73   2.6998942152938219     
          74   2.7001397433572811     
          75   2.7003787208285441     
          76   2.7006114395709031     
          77   2.7008382058573086     
          78   2.7010592840960874     
          79   2.7012748255048029     
          80   2.7014849805116197     
          81   2.7016900112671296     
          82   2.7018899965514374     
          83   2.7020853319394025     
          84   2.7022762158471214     
          85   2.7024625129917426     
          86   2.7026444586443401     
          87   2.7028223259670909     
          88   2.7029962820782076     
          89   2.7031662289871718     
          90   2.7033325257984031     
          91   2.7034951700982477     
          92   2.7036542936183801     
          93   2.7038099932307449     
          94   2.7039623810188074     
          95   2.7041118711392431     
          96   2.7042580461814225     
          97   2.7044011076222052     
          98   2.7045414626348792     
          99   2.7046790336709918     
         100   2.7048137695627976     
